Peter David Joralemon;has_role;curator at the Lowe Art Museum
Peter David Joralemon;has_role;Director of Atlantic Art Partners
Forrest D. Colburn;has_role;Professor of Latin American Studies at the City University of New York
Mexican Shaft Tomb Tradition;comes_from;NayaritJalisco and Colima
Mexican Shaft Tomb Tradition;has_possession_of;funerary goods
archaeologists;works_with;salvage excavations
Vincent Price;has_possession_of;figurine collection
auction catalogues;has_possession_of;figurines from the shaft tombs
collectors;has_possession_of;Colima figures
Diego Rivera;works_with;Frieda Kahlo
Diego Rivera;has_possession_of;looted figures from the tombs
Frieda Kahlo;has_possession_of;looted figures from the tombs
Earl Stendhal;works_with;Ralph C. Atlman
Earl Stendhal;has_possession_of;Shaft Tomb figures
Ralph C. Atlman;has_possession_of;Shaft Tomb figures
Jules Berman;has_possession_of;Mexican Shaft Tomb figurines
Two 9th/10th century reliefs;comes_from;A temple in Rajasthan
Two 9th/10th century reliefs;has_possession_of;US Homeland Security
US Homeland Security;donates_to;India
John Eskenazi;works_with;London-based dealer
John Eskenazi;sells;Second maithuna
Second maithuna;obtains_from;India
Second maithuna;obtains_from;Hong Kong
Second maithuna;obtains_from;Thailand dealer
Second maithuna;obtains_from;London buyer
Second maithuna;obtains_from;New York City
First maithuna;obtains_from;India
First maithuna;obtains_from;Hong Kong
First maithuna;obtains_from;New York buyer
First maithuna;obtains_from;Basel buyer
Matthew Bogdanos;has_role;Assistant District Attorney for Manhattan
Kirit L. Mankodi;has_role;Excavation participant
M. Postel;has_role;French national with interest in Astru art
Rajan Mathai;has_role;India ambassador to France
Interpol;has_role;Issued alert for missing maithunas
US Immigration and Customs Enforcement;has_role;Reported on second maithuna's transport
Vaman Ghiya;has_role;Indian antiquities dealer
Vaman Ghiya;is_the_owner_of;handicrafts saleroom in Jaipur
Vaman Ghiya;has_possession_of;approximately 900 antiques and antiquities
Vaman Ghiya;works_with;network of intermediaries
network of intermediaries;obtains_from;thieves
thieves;comes_from;temples or other cultural sites and institutions
Vaman Ghiya;has_possession_of;storage facilities in Mathura and Delhi
Vaman Ghiya;sells;antiquities
Vaman Ghiya;makes_sale_to;Sotheby London
Vaman Ghiya;is_the_owner_of;Cape Lion Logging
Vaman Ghiya;is_the_owner_of;Megavena
Vaman Ghiya;is_the_owner_of;Artistic Imports Corporation
Cape Lion Logging;sells;antiquities
Megavena;sells;antiquities
Cape Lion Logging;makes_sale_to;Sotheby‚
Megavena;makes_sale_to;Sotheby‚
Sotheby;has_possession_of;93 lots of antiquities
Sotheby;purchases;antiquities
Sotheby;works_with;Brendan Lynch
Brendan Lynch;works_for;Sotheby‚
Sotheby;legal_status_change;link with Vaman Ghiya exposed by Peter Watson
Sotheby;has_possession_of;red sandstone figure of a Jina
red sandstone figure of a Jina;comes_from;Vilasgarh temple
Vaman Ghiya;makes_sale_to;Christie auction house
Vaman Ghiya;legal_status_change;convicted in 2008 and sentenced to life imprisonment
Vaman Ghiya;legal_status_change;conviction quashed by an appeals court in January 2014
seized material;comes_from;Vaman Ghiya
seized material;donates_to;dispossessed temples or public museum
Las Bocas;comes_from;Olmec Figurine
Metropolitan Museum of Art;has_possession_of;Las Bocas-style 'baby-face' figurine
Nelson Rockefeller;donates_to;Metropolitan Museum of Art
Nelson Rockefeller;purchases;Las Bocas-style 'baby-face' figurine
Nelson Rockefeller;buys_from;Everett Rassiga
Everett Rassiga;sells;Las Bocas-style 'baby-face' figurine
Everett Rassiga;obtains_from;Looters
Everett Rassiga;makes_sale_to;Nelson Rockefeller
Everett Rassiga;legal_status_change;Attempted sale of looted Maya temple façade
Michael Coe;has_role;Archaeologist
María de la Cruz Paillés Hernández;has_role;Archaeologist
Román Piña Chan;has_role;Archaeologist
National Museum of Anthropology;works_for;Román Piña Chan
Paillés Hernández;works_for;Las Bocas archaeological project
Looters;works_with;Intermediaries in Mexico City
Las Bocas;legal_status_change;Heavily looted site
Las Bocas;legal_status_change;Kidnapping by criminal gangs
State of Puebla's Attorney General's office;works_for;Helicopters
Helicopters;works_with;Excavations at Las Bocas-Caballo Pintado
Barry Stern;has_role;Director of Hillwood Museum
Barry Stern;has_possession_of;Nine ancient Egyptian artefacts
Barry Stern;sells;Five ancient Egyptian artefacts
Christie's New York;has_possession_of;Five ancient Egyptian artefacts
Barry Stern;sells;Three ancient Egyptian artefacts
Christie's;has_possession_of;Three ancient Egyptian artefacts
Barry Stern;legal_status_change;Sentenced to one year's imprisonment
Barry Stern;obtains_from;Hillwood Museum
Christie's;obtains_from;Barry Stern
ICOM Red List;has_role;List of categories of African archaeological objects particularly at risk from looting
Virginia Museum of Fine Arts;has_possession_of;Sokoto head and torso
Jacques Chirac;has_role;President of France
Jacques Chirac;works_with;Louvre
Musée du quai Branly;has_possession_of;300,000 objects
Louvre;has_possession_of;Two Nok terracottas
Louvre;buys_from;Samir Borro
Louvre;purchases;Two Nok terracottas
Samir Borro;sells;Two Nok terracottas
Nigerian Minister of Culture;legal_status_change;Two Nok terracottas
Musée du quai Branly;has_possession_of;Eight Nok terracottas
Roger Azar;donates_to;MNAAO
Samir Borro;sells;Multiple-headed terracotta relief
Samir Borro;sells;Whole terracotta figure
Hôtel Drouot;sells;Terracotta zoomorphic figure
Barbier-Mueller collection;sells;Fragment of a terracotta head
Pierre Harter collection;sells;Terracotta head
J. Paul Getty Museum;has_possession_of;Getty kouros
Jiri Frel;obtains_from;Gianfranco Becchina
Jean Lauffenberger;has_possession_of;Getty kouros
J. Paul Getty Museum;purchases;Getty kouros
Jeffrey Spier;has_role;scholar and antiquities dealer
Fernando Onore;sells;Getty kouros
Fernando Onore;sells;intermediary in Calabria
intermediary in Calabria;sells;Gianfranco Becchina
Gianfranco Becchina;sells;Getty kouros
J. Paul Getty Museum;has_possession_of;Paestan red-figure calyx krater
J. Paul Getty Museum;has_possession_of;Stone stela with Greek funerary inscription
J. Paul Getty Museum;has_possession_of;Etruscan candelabrum
J. Paul Getty Museum;sells;Paestan red-figure calyx krater
J. Paul Getty Museum;sells;Stone stela with Greek funerary inscription
J. Paul Getty Museum;sells;Etruscan candelabrum
Paestan red-figure calyx krater;comes_from;Asteas
Paestan red-figure calyx krater;obtains_from;Gianfranco Becchina
Gianfranco Becchina;sells;Paestan red-figure calyx krater
J. Paul Getty Museum;purchases;Paestan red-figure calyx krater
J. Paul Getty Museum;purchases;Etruscan candelabrum
Atlantis Antiquities;sells;Etruscan candelabrum
Atlantis Antiquities;is_the_owner_of;Robert Hecht
Atlantis Antiquities;is_the_owner_of;Jonathan Rosen
Giacomo Medici;has_possession_of;Etruscan candelabrum
Robert Hecht;has_possession_of;Etruscan candelabrum
Aurelino Aguayo;works_with;archaeologists
Carnegie Institute;works_with;Sylvanus Morley
Carnegie Institute;works_with;Carl Cuthe
Carnegie Institute;has_possession_of;photographs of Stelae 1 through 17
Carnegie Institute;has_possession_of;photographs of Stelae 18 through 22
Eric von Euw;works_with;Carnegie Institute
Eric von Euw;works_with;Graham
Museum of Fine ArtsBoston;has_possession_of;flat dish from Xultun
Justin Kerr;has_possession_of;K8007 cylindrical vessel
Morley Museum at Tikal;has_possession_of;K8007 cylindrical vessel
William Saturno;works_with;Boston University
William Saturno;works_with;archaeological team
looters;has_possession_of;Stela 3
looters;has_possession_of;Stela 10
looters;has_possession_of;Stela 12
looters;has_possession_of;polychrome ceramic vessels
looters;has_possession_of;mural painting on the west wall of Structure 10K-2
Fourth-century BC sculptural group of two griffins attacking a fallen doe;has_possession_of;Maurice Tempelsman
Maurice Tempelsman;obtains_from;Robin Symes
Fourth-century BC marble lekanis;has_possession_of;Maurice Tempelsman
Statue of Apollo;has_possession_of;Maurice Tempelsman
Marble bust of a man;has_possession_of;Robin Symes
Attic Red-Figured mask kantharos;buys_from;Fritz Bürki
Attic Red-Figured mask kantharos;has_possession_of;Robin Symes
Attic Red-Figured kalpis;buys_from;Robin Symes
Apulian pelike;buys_from;Fritz Bürki
Attic Black-Figured zone cup;buys_from;Fritz Bürki
Attic Black-Figured zone cup;buys_from;Atlantis Antiquities
Apulian Red-Figured pelike;buys_from;Fritz Bürki
Apulian Red-Figured pelike;buys_from;Atlantis Antiquities
Cult Statue of a Goddess;buys_from;Robin Symes
Robin Symes;buys_from;Renzo Canavesi
Attic Red-Figured calyx krater;buys_from;Fleischman collection
Fleischman collection;buys_from;Robin Symes
Second-century BC statuette of Tyche;purchases;Fleischman Collection
Fleischman Collection;buys_from;Robin Symes
First-century AD statuette of Dionysos;has_possession_of;Fleischman Collection
Etruscan bronze mirror with relief-decorated cover;has_possession_of;Fleischman Collection
Etruscan antefix in the form of a maenad and Silenos dancing;has_possession_of;Fleischman Collection
Apulian Red-Figured bell krater;has_possession_of;Fleischman Collection
Fleischman Collection;buys_from;Fritz Bürki
Attic Black-Figured amphora;has_possession_of;Fleischman Collection
Attic Black-Figured amphora;buys_from;Atlantis Antiquities
Attic Red-Figured cup;has_possession_of;Fleischman Collection
Paestan squat lekythos;has_possession_of;Fleischman Collection
Etruscan Pontic amphora;has_possession_of;Fleischman Collection
Giacomo Medici;works_with;Robert Hecht
Giacomo Medici;is_the_owner_of;Antiquaria Romana
Giacomo Medici;has_possession_of;Euphronios (Sarpedon) krater
Giacomo Medici;sells;Euphronios (Sarpedon) krater
Giacomo Medici;works_with;Christian Boursaud
Giacomo Medici;is_the_owner_of;Hydra Gallery
Hydra Gallery;sells;Onesimos kylix
Hydra Gallery;makes_sale_to;J. Paul Getty Museum
Giacomo Medici;works_with;Sotheby London
Giacomo Medici;works_with;Robin Symes
Giacomo Medici;works_with;Frieda Tchacos
Giacomo Medici;works_with;Ali Aboutaam
Giacomo Medici;works_with;Hischam Aboutaam
Ali Aboutaam;sells;artefacts
Ali Aboutaam;makes_sale_to;Lawrence and Barbara Fleischman
Ali Aboutaam;makes_sale_to;Maurice Tempelsman
Ali Aboutaam;makes_sale_to;Shelby White and Leon Levy
Ali Aboutaam;makes_sale_to;Hunt brothers
Ali Aboutaam;makes_sale_to;George Ortiz
Ali Aboutaam;makes_sale_to;José Luis Várez Fisa
Ali Aboutaam;makes_sale_to;J. Paul Getty Museum
Ali Aboutaam;makes_sale_to;Metropolitan Museum of Art
Ali Aboutaam;makes_sale_to;Cleveland Museum of Art
Ali Aboutaam;makes_sale_to;Boston Museum of Fine Arts
Giacomo Medici;is_the_owner_of;Editions Services
Giacomo Medici;works_with;Mat Securitas
Giacomo Medici;works_with;Arts Franc
Giacomo Medici;works_with;Tecafin Fiduciaire
Giacomo Medici;legal_status_change;Carabinieri
Giacomo Medici;legal_status_change;Swiss police
Giacomo Medici;has_possession_of;3,800 whole or fragmentary objects
Giacomo Medici;has_possession_of;4,000 photographs of artefacts
Giacomo Medici;has_possession_of;35,000 sheets of paper
Giacomo Medici;legal_status_change;Italian state
Giacomo Medici;legal_status_change;Marion True
Giacomo Medici;legal_status_change;Robert Hecht
Carabinieri;legal_status_change;Danilo Ziccho
Pasquale Camera;has_role;dealer
Robert Hecht;has_role;US dealer
Robert Hecht;works_with;Nikos Koutoulakis
Robert Hecht;works_with;Eli Borowsky
Robert Hecht;works_with;Frieda Tchacos
Robert Hecht;works_with;George Ortiz
Robert Hecht;works_with;Gianfranco Becchina
Robert Hecht;works_with;Giacomo Medici
Gianfranco Becchina;has_role;dealer
Giacomo Medici;has_role;dealer
Nino Savoca;has_role;dealer
Gianfranco Becchina;works_with;tombaroli
Giacomo Medici;works_with;tombaroli
Robert Hecht;sells;museums and collectors in the USA
Benghazi Treasure;has_possession_of;National Commercial Bank
National Commercial Bank;works_with;Department of Antiquities
Looters;obtains_from;National Commercial Bank
Looters;obtains_from;Department of Antiquities
Looters;has_possession_of;Benghazi Treasure
Looters;sells;500 coins
Looters;sells;gold figurine
Egyptian farmer;has_possession_of;500 coins
Egyptian farmer;has_possession_of;gold figurine
500 coins;comes_from;Benghazi Treasure
gold figurine;comes_from;Benghazi Treasure
Benghazi Treasure;comes_from;Temple of Artemis in Cyrene
Benghazi Treasure;comes_from;Palace of Columns in Ptolemais
Benghazi Treasure;comes_from;Meliu collection
Benghazi Treasure;legal_status_change;UNESCO
Francesco Bandarin;has_role;UNESCO Assistant Director-General for Culture
Osama El-Ketaf;has_role;Head of the National Commercial Bank legal office
Mohammed El-Shelmany;has_role;Benghazi office of the Department of Antiquities
Hafed Walda;has_role;Libyan archaeologist
Ahmed Buzaian;has_role;Professor of archaeology at Benghazi University
Nick Meo;has_role;Reporter for The Telegraph
J. Paul Getty Museum;purchases;Getty Aphrodite
Robin Symes;sells;Getty Aphrodite
Robin Symes;makes_sale_to;J. Paul Getty Museum
Orazio di Simone;works_with;Renzo Canavesi
Orazio di Simone;legal_status_change;Swiss authorities
Renzo Canavesi;legal_status_change;Italian authorities
Getty Aphrodite;comes_from;MorgantinaSicily
J. Paul Getty Museum;donates_to;Italy
Getty Aphrodite;has_possession_of;Museum of Aidone
Major-General Horatio Gordon Robley;has_possession_of;Toi moko
Major-General Horatio Gordon Robley;sells;Toi moko
Major-General Horatio Gordon Robley;makes_sale_to;American Museum of Natural History
Marquis of Tavistock;has_possession_of;Toi moko
Sotheby London;sells;Toi moko
Bonham London;sells;Toi moko
Dalvanius Prime;has_role;musician
Dalvanius Prime;works_with;New Zealand
Te Herekiekie Herewini;has_role;head of the repatriation team
Te Herekiekie Herewini;works_for;Te Papa
Te Papa;has_possession_of;repatriated Toi moko
US Army helicopter pilot;has_possession_of;antiquities stolen from an Egyptian storeroom
US Army helicopter pilot;sells;antiquities stolen from an Egyptian storeroom
Bonhams;has_possession_of;five stone and two ceramic vessels
Bonhams;sells;five stone and two ceramic vessels
Luc Watrin;works_with;Bonhams
Bonhams;donates_to;Egyptian Embassy in London
Christie New York;sells;An Egyptian rose granite vessel
Metropolitan Museum of Art;has_possession_of;An Egyptian rose granite vessel
Metropolitan Museum of Art;donates_to;Egypt
Orpheus Art;sells;Predynastic opium poppy vase
Wallis Gallery of Antiquities;has_possession_of;a pot
Wallis Gallery of Antiquities;donates_to;Sands of Time Antiquities
Sands of Time Antiquities;works_with;Art Loss Register (ALR)
Art Loss Register (ALR);works_with;US Immigration and Customs Enforcement (ICE)
US Immigration and Customs Enforcement (ICE);legal_status_change;US Army helicopter pilot Edward George Johnson
US Army helicopter pilot Edward George Johnson;has_possession_of;Ma'adi artifacts
US Army helicopter pilot Edward George Johnson;sells;Ma'adi artifacts
Sue McGovern;works_with;Sands of Time Antiquities
US Immigration and Customs Enforcement (ICE);donates_to;Egypt
Provincial Archaeological Museum at Velzeke;has_possession_of;Roman silver hoard from Everbeek
Finder;sells;Roman silver hoard from Everbeek
Provincial Archaeological Museum at Velzeke;purchases;Roman silver hoard from Everbeek
Provincial Archaeological Museum at Velzeke;buys_from;Finder
Provincial Archaeological Museum at Velzeke;legal_status_change;Flanders Heritage Agency
Finder;obtains_from;Field near the village of Everbeek
Roman silver hoard from Everbeek;comes_from;Field near the village of Everbeek
Flanders Heritage Agency;legal_status_change;Provincial Archaeological Museum at Velzeke
Finder;works_with;Landowner
Provincial Archaeological Museum at Velzeke;works_with;Provincial Gallo-Roman Museum in Tongeren
Incidental looters;works_with;Julio Ullilén
Julio Ullilén;has_role;Manager of a hostel in Leymebamba
Julio Ullilén;obtains_from;Incidental looters
Local police;legal_status_change;Incidental looters
Local police;has_possession_of;Artefacts stolen by looters
Peter Lerche;works_for;Peru National Institute of Culture
Museo Leymebamba;has_possession_of;219 mummies and over 2,400 artefacts
Sotheby Auction House;has_possession_of;Lot 7
Sotheby Auction House;has_possession_of;Lot 10
Sotheby Auction House;has_possession_of;Lot 11
Sotheby Auction House;has_possession_of;Lot 17
Sotheby Auction House;has_possession_of;Lot 18
David Bernstein;has_possession_of;Lot 7
David Bernstein;has_possession_of;Lot 11
David Bernstein;has_possession_of;Lot 17
Sotheby Auction House;sells;Lot 11
Sotheby Auction House;sells;Lot 17
Sotheby Auction House;sells;Lot 18
Peruvian Government;legal_status_change;Sotheby Auction House
Peruvian Government;legal_status_change;David Bernstein
Brüning Museum / Museo Tumbas Reales de Sipán;has_possession_of;Lot 7
Brüning Museum / Museo Tumbas Reales de Sipán;has_possession_of;Lot 11
Brüning Museum / Museo Tumbas Reales de Sipán;has_possession_of;Lot 17
Ra√∫l Apesteguía;works_with;Antiquities cartel
Looters;works_with;Private collectors in Mexicothe United Statesand Europe
Teobert Maler;obtains_from;Piedras Negras
Teobert Maler;donates_to;Harvard University
Harvard University;has_possession_of;Piedras Negras Panels 1 and 2
University of Pennsylvania;obtains_from;Piedras Negras
University of Pennsylvania;donates_to;Guatemala City
University of Pennsylvania;has_possession_of;Piedras Negras Stela 14 and a portion of Altar 4
Looters;obtains_from;Piedras Negras
Minneapolis Institute of Arts;has_possession_of;Piedras Negras Stela 2
Drug traffickers;works_with;Illegal settlers (squatters)
Drug traffickers;works_with;Mexico Sinaloa cartel
Stephen Houston;has_role;Archaeologist
Guillermo González;has_role;Head of Guatemala drug police
Charles Golden;has_role;Archaeologist
The MET;has_possession_of;Piedras Negras Stela 5
Leonardo Patterson;has_possession_of;Olmec figural carvings
Leonardo Patterson;has_possession_of;El Manatí style busts
Leonardo Patterson;has_possession_of;Moche headdress
German police;has_possession_of;El Manatí style busts
Leonardo Patterson;obtains_from;Spain
Leonardo Patterson;obtains_from;Munich
Leonardo Patterson;legal_status_change;Munich civil court
El Manatí;comes_from;El Manatí style busts
El Manatí;comes_from;wooden sculptures
Ponciano Ortíz;works_with;Maria del Carmen Rodríguez
Ponciano Ortíz;works_for;Instituto Nacional de Antropología e Historia (INAH)
Maria del Carmen Rodríguez;works_for;Instituto Nacional de Antropología e Historia (INAH)
Michael Coe;has_role;believes the busts to be genuine
Julio Aguilar;has_role;writes about the looting and illegal export of artefacts
El Universal;has_role;publishes articles on cultural heritage crime
Brooklyn Museum;has_possession_of;Coptic Art collection
Brooklyn Museum;has_possession_of;fakes
Brooklyn Museum;has_possession_of;reworked pieces
Metropolitan Museum in New York;has_possession_of;Coptic Art
Louvre;has_possession_of;Coptic Art
Brooklyn Museum;purchases;Coptic artefacts
dealers in New York and Switzerland;sells;Coptic Art
Recklinghausen museum in Germany;has_possession_of;fake Coptic Art
Coptic Museum;has_possession_of;forgeries
Brooklyn Museum;has_possession_of;Sheikh Ibada group
Sheikh Ibada;comes_from;fakes
Sheikh Ibada;comes_from;reworked pieces
John Beckwith;has_role;art historian
Gary Vikan;has_role;art historian
Brooklyn Museum;has_possession_of;Christian-themed forgeries
Brooklyn Museum;has_possession_of;pagan-themed forgeries
Classic Maya pottery;has_possession_of;Museum of Fine ArtsBoston
John Fulling;is_the_owner_of;Art Collectors of NovemberInc.
Art Collectors of NovemberInc.;has_possession_of;November Collection
Landon T. Clay;purchases;November Collection
Landon T. Clay;donates_to;Museum of Fine ArtsBoston
Museum of Fine ArtsBoston;has_possession_of;November Collection
John Fulling;works_with;Guatemalan dealers
John Fulling;has_role;collector
Landon T. Clay;has_role;trustee of the MFA
Landon T. Clay;has_role;honorary trustee of the MFA
Clemency C. Coggins;works_for;Boston University
Clemency C. Coggins;works_with;Alan Shestack
Malcolm Rogers;works_for;Museum of Fine ArtsBoston
Weld S. Henshaw;works_with;Museum of Fine ArtsBoston
Martina Regina de Fahsen;works_for;Guatemalan Cultural Affairs
Martina Regina de Fahsen;works_with;Guatemalan Foreign Ministry
Museum of Fine ArtsBoston;works_with;Guatemalan Government
November Collection;comes_from;Petén region of Guatemala
November Collection;comes_from;NaranjoGuatemala
November Collection;comes_from;San Agustin AcasaguastlánGuatemala
November Collection;comes_from;Tintal
November Collection;comes_from;Nakbe in the Mirador Basin
Aidonia Treasure;comes_from;Aidonia cemetery
archaiokapiloi;has_role;looters
local government officials;works_with;archaiokapiloi
Michael Ward Gallery;has_possession_of;Mycenaean gold jewelry and sealstones
Michael Ward Gallery;sells;Mycenaean gold jewelry and sealstones
Michael Ward Gallery;obtains_from;European collector
Greek Ministry of Culture;legal_status_change;Michael Ward Gallery
Michael Ward;is_the_owner_of;Michael Ward Gallery
Michael Ward;donates_to;Society for the Preservation of the Greek Heritage (SPGH)
Society for the Preservation of the Greek Heritage (SPGH);donates_to;Greece
Greek Ministry of Culture;has_role;government agency
Greek Archaeological Service;has_role;government agency
Greek Archaeological Service;works_for;Greece
Greek Ministry of Culture;works_for;Greece
archaiokapiloi;obtains_from;Aidonia cemetery
archaiokapiloi;sells;Mycenaean gold jewelry and sealstones
Sevso Treasure;has_possession_of;fourteen pieces of silver plate and a copper cauldron
Sevso;has_role;donor or recipient of the plate
Anton Tkalec;has_possession_of;Sevso Treasure
Anton Tkalec;works_with;Halim Korban
Anton Tkalec;works_with;Mansur Mokhtarzade
Halim Korban;works_with;Mansur Mokhtarzade
Halim Korban;works_with;Art Consultancy
Mansur Mokhtarzade;works_with;Art Consultancy
Art Consultancy;is_the_owner_of;Peter Wilson
Art Consultancy;is_the_owner_of;Rainer Zietz
Peter Wilson;has_immediate_family_member;Wilson family
Art Consultancy;purchases;geometric ewer
Art Consultancy;purchases;Hunting (Sevso) Plate
Art Consultancy;purchases;Achilles Plate
Art Consultancy;purchases;Geometric Plate
Art Consultancy;purchases;Hippolytus situla
Halim Korban;obtains_from;Lebanese export permit
Peter Wilson;works_with;Peter Mimpriss
Peter Mimpriss;works_with;Marquess of Northampton
Abraham Trust;is_the_owner_of;Sevso Treasure
Abraham Trust;works_with;Peter Wilson
Abraham Trust;works_with;Rainer Zietz
Abraham Trust;works_with;Marquess of Northampton
Ingenio Providencia;is_the_owner_of;Hacienda Malagana
Farm worker;sells;Gold objects
Colombian army;works_for;Hacienda Malagana
Police units;works_for;Hacienda Malagana
Instituto Vallecaucano de Investigaciones Científicas (INCIVA);works_for;Hacienda Malagana
Instituto Colombiano de Antropología (ICAN);works_for;Hacienda Malagana
Museo del Oro;purchases;Malagana gold objects
Museo del Oro;obtains_from;Looters
George Ortiz;has_possession_of;Malagana artefacts
Universidad Nacional de Colombia Research Group on Human Factors and Ergonomics in Palmira;works_for;Malagana artefacts
Looters;has_possession_of;Malagana artefacts
Men from Palmira;obtains_from;Looters
Mensun Bound;has_role;Author of a major publication on the vessel
Mensun Bound;has_role;Author of introductory essay to the Butterfields auction
Ong;has_role;Investor in the salvage and excavation of the Hoi An wreck
Hoi An;comes_from;South China Sea
Hoi An;comes_from;South China Sea Tradition
UNESCO;has_role;Organization concerned with the protection of underwater cultural heritage
UNESCO Convention on the Protection of the Underwater Cultural Heritage 2001;has_role;Convention to protect underwater cultural heritage
Vietnam;has_role;Country that has not ratified the UNESCO Convention on the Protection of the Underwater Cultural Heritage 2001
Pope;has_role;Describer of techniques used by commercial wreck-hunting vessels
Flecker;has_role;Commentator on underwater excavations in Southeast Asia
Flecker;works_with;Commercial companies
Mensun Bound;works_with;Commercial salvage companies
Hoi An wreck;has_possession_of;Ceramics
Hoi An wreck;has_possession_of;Artefacts
Haisla;has_role;Indigenous group
Chief G'psgolox;has_role;Leader of the Eagle Clan
Humdzeed (Johnny Paul);has_role;Carver of the totem pole
Wakas (Solomon Robertson);has_role;Carver of the totem pole
Olof Hansson;has_role;Swedish vice consul to British Columbia
Museum of Ethnography;has_possession_of;G'psgolox totem pole
Olof Hansson;obtains_from;Henaksiala
Museum of Ethnography;obtains_from;Olof Hansson
Museum of Ethnography;donates_to;Haisla
Henry Robertson;has_role;Carver of replica poles
Henry Robertson;works_with;Museum of Ethnography
Henry Robertson;works_with;Haisla
G'psgolox totem pole;comes_from;Henaksiala village Misk'usa
Canadian Department of Indian Affairs;legal_status_change;G'psgolox totem pole
Canadian Department of Indian Affairs;legal_status_change;Olof Hansson
Museum of Ethnography;legal_status_change;G'psgolox totem pole
Smithsonian Institution Sackler Gallery;works_with;Singapore Tourism Board
Smithsonian Institution Sackler Gallery;works_with;Singapore National Heritage Board
Smithsonian Institution Sackler Gallery;works_with;Asian Civilizations Museum
Seabed Explorations;works_for;Indonesian government
Tilman Walterfang;has_role;Director of Seabed Explorations
Dr Michael Flecker;works_for;Seabed Explorations
Seabed Explorations;obtains_from;Belitung shipwreck
Tilman Walterfang;obtains_from;Indonesian government
Tilman Walterfang;sells;Sentosa Leisure Group
Sentosa Leisure Group;is_the_owner_of;Belitung shipwreck collection
Sentosa Leisure Group;works_with;Singapore Tourism Board
Singapore Tourism Board;works_with;Asian Civilizations Museum
Smithsonian Institution Sackler Gallery;legal_status_change;Smithsonian Congress of Scholars
Smithsonian Institution Sackler Gallery;legal_status_change;American Association of Museums
Smithsonian Institution Sackler Gallery;legal_status_change;UNESCO 2001 Convention
Smithsonian Institution Sackler Gallery;legal_status_change;Science Magazine
Smithsonian Institution Sackler Gallery;legal_status_change;The New York Times
Smithsonian Institution Sackler Gallery;legal_status_change;NPR
Smithsonian Institution Sackler Gallery;works_with;Republic of Indonesia
Stendahl Galleries;sells;Piedras Negras Stela 2
Minneapolis Institute of Arts;purchases;Piedras Negras Stela 2
Brooklyn Museum;has_possession_of;Piedras Negras Stela 3
Robert Huber;sells;Piedras Negras Stela 3
Brooklyn Museum;buys_from;Robert Huber
Brooklyn Museum;donates_to;Guatemala
Museo Nacional de Arqueología y Etnología;has_possession_of;Piedras Negras Stela 3
Galerie Jeanne Bucher;has_possession_of;Piedras Negras Stela 4
Rufino Tamayo Museum;has_possession_of;Piedras Negras Stela 4
Museum of Primitive Art;has_possession_of;Piedras Negras Stela 5
Metropolitan Museum of Art;has_possession_of;Piedras Negras Stela 5
Museo Nacional de Arqueología y Etnología;has_possession_of;Piedras Negras Stela 7
Mexico;donates_to;Guatemala
Bonhams;has_possession_of;Egyptian carved limestone relief fragment
Australian private collector;has_possession_of;Egyptian carved limestone relief fragment
Australian private collector;has_immediate_family_member;son
Egyptian carved limestone relief fragment;comes_from;26th Dynasty Tomb of Mutirdis at Thebes
Metropolitan Museum of Art;has_role;curator
curator;works_for;Metropolitan Museum of Art
Bonhams;works_with;Supreme Council of Antiquities
Bonhams;donates_to;Egypt
Supreme Council of Antiquities;has_role;notifier
Operation Andromeda;has_role;police investigation
Noriyoshi Horiuchi;has_role;Japanese antiquities dealer
Noriyoshi Horiuchi;works_with;Elie Borowski
Noriyoshi Horiuchi;is_the_owner_of;gallery in London
Noriyoshi Horiuchi;is_the_owner_of;Horiuchi business in Tokyo
Noriyoshi Horiuchi;works_for;Miho Museum
Noriyoshi Horiuchi;obtains_from;Gianfranco Becchina
Italian Carabinieri;works_with;Swiss police
Italian Carabinieri;has_possession_of;20,000 artefacts
Noriyoshi Horiuchi;has_possession_of;storage facilities in Geneva Freeport
337 artefacts of Italian origin;comes_from;Italy
337 artefacts of Italian origin;has_possession_of;Italy
Las Limas Monument 1;comes_from;Las Limas in the Mexican Limas of Veracruz
Severiano and Rosa Manuel Pascual;has_role;Discoverers of Las Limas Monument 1
Alfonso Medellín Zenil;works_for;Museum of Anthropology at Xalapa
Las Limas Monument 1;has_possession_of;Museum of Anthropology at Xalapa
Las Limas Monument 1;legal_status_change;Stolen from the Museum of Anthropology at Xalapa on 12 October 1972
Las Limas Monument 1;obtains_from;Traffickers
Las Limas Monument 1;has_possession_of;Traffickers
Las Limas Monument 1;has_possession_of;Police
Police;works_with;Local sheriff
Police;works_with;Mexican authorities
J. Walter Fewkes;works_for;Smithsonian Institution
Smithsonian Institution;has_possession_of;Mimbres pottery
Museum of the American Indian;has_possession_of;Mimbres pottery
Brody;has_role;former professor of Art History and Anthropology at the University of New Mexico
Brody;has_role;former director of the Maxwell Museum
Brody;works_for;University of New Mexico
Brody;works_for;Maxwell Museum
Brody;has_role;author of Mimbres Painted Pottery
Steven LeBlanc;works_for;University of New Mexico
Steven LeBlanc;is_the_owner_of;Mimbres Foundation
Mimbres Foundation;has_possession_of;privately owned Mimbres sites
James Quarrel;has_immediate_family_member;Mike Quarrel
